Filename	DOI	Reference
kfcovid_pss_Li2020	10.1016/j.dib.2020.106395	Li, D. C. Y., & Leung, L. (2020). Psychometric data on knowledge and fear of coronavirus disease 2019 and perceived stress among workers of filipino origin in Hong Kong. Data in brief, 33, 106395.
KoreanNursing_Park_2017	10.7910/DVN/ECDLXG	Park, I. S., Suh, Y. O., Park, H. S., Kang, S. Y., Kim, K. S., Kim, G. H., ... & Kim, H. J. (2017). Item development process and analysis of 50 case-based items for implementation on the Korean Nursing Licensing Examination. Journal of Educational Evaluation for Health Professions, 14.  In Sook Park; Yeon Ok Suh; Hae Sook Park; So Young Kang; Kwang Sung Kim; Gyung Hee Kim; Yeon-Hee Choi; Hyun- Ju Kim, 2017, "Item development process and analysis of 50 case-based items for implementation on the Korean Nursing Licensing Examination", https://doi.org/10.7910/DVN/ECDLXG, Harvard Dataverse, V1, UNF:6:shNzwVl94qevZqMWdC/njw== [fileUNF]
KTEEM_Schoen_2019-2022	10.1086/692912	Schoen, R. C., Yang, X., & Solmaz, G. (2021). Psychometric report for the 2019 Knowledge for Teaching Early Elementary Mathematics (K-TEEM) test (2021-04). Florida State University. https://doi.org/http://dx.doi.org/10.33009/lsi.1620243057  Schoen, R. C., Bray, W., Wolfe, C., Tazaz, A. M., & Nielsen, L. (2017). Developing an assessment instrument to measure early elementary teachers’ mathematical knowledge for teaching. The Elementary School Journal, 118(1), 55–81. https://doi.org/10.1086/692912
lessR_Mach4	10.1037/0022-3514.43.6.1293	Hunter, J. E., Gerbing, D. W., & Boster, F. J. (1982). Machiavellian beliefs and personality: Construct invalidity of the Machiavellianism dimension. Journal of personality and social psychology, 43(6), 1293.
LOC_fadplus_goto2021	10.3389/fpsyg.2021.720601	Goto, T. (2021). Comparing the Psychometric Properties of Two Japanese-Translated Scales of the Free Will and Determinism-Plus Scale. Frontiers in Psychology, 12, 720601.
loneliness_mudfold	10.17605/OSF.IO/U6GCK	G. J. De Jong and T. van Tilburg (1999). Manual of the loneliness scale. Amsterdam: VU University Amsterdam.
lsat	10.1007/BF02291262	Bock, R. and Lieberman, M. (1970) Fitting a response model for n dichotomously scored items. Psychometrika, 35, 179–197.
LSHS-E_Quidaja_2022	10.1007/s12144-021-02497-7	Quijada, Y., Saldivia, S., Bustos, C. et al. Measurement invariance between online and paper-and-pencil formats of the Launay-Slade Hallucinations scale-extended (LSHS-E) in the Chilean population. Curr Psychol 42, 13625–13636 (2023). https://doi.org/10.1007/s12144-021-02497-7
MBPS_Vangsness_2019	10.17605/OSF.IO/R7WCX	Vangsness, L., Voss, N. M., Maddox, N., Devereaux, V., Martin, E., & Nystrom, C. (2022, January 24). Self-Report Measures of Procrastination Exhibit Inconsistent Concurrent Validity, Predictive Validity, and Psychometric Properties. https://doi.org/10.17605/OSF.IO/R7WCX
mcmi_mokken	10.1521/pedi.2010.24.1.128	Rossi, G., Elklit, A., & Simonsen, E. (2010). Empirical evidence for a four factor framework of personality disorder organization: multigroup confirmatory factor analysis of the millon clinical multiaxial inventory—III personality disorder scales across belgian and danish data samples. Journal of Personality Disorders, 24(1), 128-150.
MCVFR_Breuer_2017_DOSP	10.3389/feduc.2020.00015	Breuer, S., Scherndl, T., & Ortner, T. M. (2024, September 27). Effects of response format on psychometric properties and fairness of a matrices test: multiple choice versus free response. Retrieved from osf.io/5ru9q
MCVFR_Breuer_2017_FRM_MC	10.3389/feduc.2020.00015	Breuer, S., Scherndl, T., & Ortner, T. M. (2024, September 27). Effects of response format on psychometric properties and fairness of a matrices test: multiple choice versus free response. Retrieved from osf.io/5ru9q
MCVFR_Breuer_2017_TAI	10.3389/feduc.2020.00015	Breuer, S., Scherndl, T., & Ortner, T. M. (2024, September 27). Effects of response format on psychometric properties and fairness of a matrices test: multiple choice versus free response. Retrieved from osf.io/5ru9q
measuring_lexical_quality	10.3758/s13428-020-01387-3	Andrews, S., Veldre, A. & Clarke, I.E. Measuring Lexical Quality: The Role of Spelling Ability. Behav Res 52, 2257–2282 (2020). https://doi.org/10.3758/s13428-020-01387-3
Mechanical_Turk_Lexical	10.3758/s13428-021-01573-x	Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x
Mechanical_Turk_Recognition	10.3758/s13428-021-01573-x	Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x
MEFSIRODGAS_Nileksela_2023_freq	10.1177/10731911221134599	Niileksela, C. R., & Jones, N. B. (2023). Measurement Equality of Frequency and Severity Item Response Options on Depression and Generalized Anxiety Scales. Assessment, 30(6), 2016-2028.
MEFSIRODGAS_Nileksela_2023_severity	10.1177/10731911221134599	Niileksela, C. R., & Jones, N. B. (2023). Measurement Equality of Frequency and Severity Item Response Options on Depression and Generalized Anxiety Scales. Assessment, 30(6), 2016-2028.
mental_health_malawi	10.17632/xbfbcy5bhv.3	Mwakilama, Elias; Jamu, Edister; Senganimalunje, Limbika ; Manda, Tiwonge (2022), “Data on Internet Addiction and Mental Health among university students in Malawi”, Mendeley Data, V3, doi: 10.17632/xbfbcy5bhv.3
Mental_Health_Questionnaire_for_the_Elderly		Wang T, Tang D, Gong X, Wang D. Anxiety and Depression Among Older People Dwelling in Nursing Homes Versus Communities. Chinese Journal of Clinical Psychology,2012,20(6):868-870.
mft_validationandreplication	10.1016/j.paid.2023.112339	Zakharin, M., & Bates, T. C. (2023). Moral Foundations Theory: Validation and replication of the MFQ-2. Personality and Individual Differences, 214, 112339.
MGSISGCLQ_Hollyhead_2018	10.17605/OSF.IO/5VHJU	Hollyhead, C., & Branney, P. (2018, December 10). Assessing the validity of the Male Genital Self-Image Scale and the Gynaecologic Cancer Lymphedema Questionnaire in a UK population of healthy males over forty. https://doi.org/10.17605/OSF.IO/5VHJU
mindfulness_assessment	10.1177/1073191104268029	Baer, R. A., Smith G. T., Allen, K. B. Kentucky Inventory of Mindful Skills [dataset and codebook]. http://openpsychometrics.org/_rawdata/KIMS.zip///Baer, R. A., Smith G. T., Allen, K. B. (2004). Assessment of mindfulness by self-report: The Kentucky Inventory of Mindfulness Skills. Assessment, 11, 191-206. 
MMF_Solis_2020	10.7910/DVN/ENOEQS	Solis, J. A., & Waggoner, P. D. (2021). Measuring media freedom: An Item Response Theory analysis of existing indicators. British Journal of Political Science, 51(4), 1685-1704.  Solis, Jonathan A.; Philip D. Waggoner, 2020, "Replication Data for: Measuring Media Freedom: An Item Response Theory Analysis of Existing Indicators", https://doi.org/10.7910/DVN/ENOEQS, Harvard Dataverse, V2, UNF:6:WzyMuN1CB0555+S4J+2zCQ== [fileUNF]
mobility		Huq, N. and Cleland, J. (1990) Bangladesh Fertility Survey, 1989. Dhaka: National Institute of Population Research and Training (NIPORT).
moralfoundations_vignette	10.3758/s13428-020-01489-y	Crone, D.L., Rhee, J.J. & Laham, S.M. Developing brief versions of the Moral Foundations Vignettes using a genetic algorithm-based approach. Behav Res 53, 1179–1187 (2021). https://doi.org/10.3758/s13428-020-01489-y
MotAcademica_Ribeiro_2019	10.7910/DVN/KWTMWT	Ribeiro, M. F., Saraiva, V., Pereira, P., & Ribeiro, C. (2019). Academic Motivation Scale: Validity in Portuguese Public Higher Education/Escala de Motivacao Academica: Validacao no Ensino Superior Publico Portugues. RAC-Revista de Administracao Contemporanea, 23(3), 288-311.  Ribeiro, M.F.; Saraiva, V.; Pereira, P.; Ribeiro, C., 2019, "Replication Data for: Academic Motivation Scale: Validity in Portuguese Public Higher Education", https://doi.org/10.7910/DVN/KWTMWT, Harvard Dataverse, V1, UNF:6:Q/6Sa/GXyRr6geeedbpt/w== [fileUNF] 
motion	10.1111/desc.13039	O’Brien, G., & Yeatman, J. D. (2021). Bridging sensory and language theories of dyslexia: Toward a multifactorial model. Developmental Science, 24(3), e13039.
movac_pakpour2022	10.7910/DVN/U8ZYDF	Pakpour, Amir, 2022, "Article title: The psychometric properties of Motors of COVID-19 Vaccination Acceptance Scale (MoVac-COVID19S)", https://doi.org/10.7910/DVN/U8ZYDF, Harvard Dataverse, V2, UNF:6:4O/VZx7hIolR8tyZ7Bw/gQ== [fileUNF]   Ahorsu, D. K., Lin, C. Y., Chen, I. H., Ullah, I., Shoib, S., Zahid, S. U., ... & Pakpour, A. H. (2022). The psychometric properties of motors of COVID-19 vaccination acceptance scale (MoVac-COVID19S): a dataset across five regions. Data in Brief, 42, 108103.
mpsycho_asti	10.2190/XRXM-FYRA-7U0X-GRC0	Levenson, M. R., Jennings, P. A., Aldwin, C. M., & Shiraishi, R. W. (2005). Self-transcendence: conceptualization and measurement. The International Journal of Aging and Human Development, 60, 127-143.
mpsycho_avlancheprep	10.1007/s11121-012-0282-5	Haegeli, P., Gunn, M., & Haider, W. (2012). Identifying a high-risk cohort in a complex and dynamic risk environment: Out-of-bounds skiing–an example from avalanche safety. Prevention Science, 13, 562-573
mpsycho_bsss	10.1016/S0191-8869(01)00032-0	Hoyle, R. H., Stephenson, M. T., Palmgreen, P., Lorch, E. P., & Donohew, R. L. (2002). Reliability and validity of a brief measure of sensation. Personality and Individual Differences, 32, 401-414.
mpsycho_ceaq	10.1016/j.appdev.2008.02.005	urce Funk, J. B., Fox, C. M., Chang, M., & Curtiss, K. (2008). The development of the Children’s Empathic Attitudes Questionnaire using classical and Rasch analyses. Journal of Applied Developmental Psychology, 29, 187-196.
mpsycho_condom	10.1007/s11336-010-9179-z	de Ayala, R. J. (2009). The Theory and Practice of Item Response Theory. Guilford Press, New York
mpsycho_lakes	10.1080/15374410802575461	Lakes, K. D., & Hoyt, W. T. (2009). Applications of generalizability theory to clinical child and adolescent psychology research. Journal of Clinical Child & Adolescent Psychology, 38, 144-165.
mpsycho_learnemo	10.17713/ajs.v44i1.25	Grand, A., & Dittrich, R. (2015) Modelling assumed metric paired comparison data - application to learning related emotions. Austrian Journal of Statistics, 44, 3-15.
mpsycho_Rmotivation	10.1073/pnas.1506047112	Mair, P., Hofmann, E., Gruber, K., Zeileis, A., & Hornik, K. (2015) Motivation, values, and work design as drivers of participation in the R open source Project for Statistical Computing. Proceedings of the National Academy of Sciences of the United States of America, 112(48), 14788-14792.
mpsycho_Rogers	10.1017/S0033291716003287	McNally, R. J., Mair, P., Mugno, B. L., and Riemann, B. C. (2017). Comorbid obsessive-compulsive disorder and depression: A Bayesian network approach. Psychological Medicine, 47(7), 1204- 1214.
mpsycho_Rogers_adolescent	10.1016/j.janxdis.2017.09.008	Jones, P. J., Mair, P., Riemann, B. C., Mugno, B. L., & McNally, R. J. (2018). A network perspective on comorbid depression in adolescents with obsessive-compulsive disorder. Journal of Anxiety Disorders, 53, 1-8. #’
mpsycho_rwdq	10.1073/pnas.1506047112	Mair, P., Hofmann, E., Gruber, K., Zeileis, A., & Hornik, K. (2015) Motivation, values, and work design as drivers of participation in the R open source Project for Statistical Computing. Proceedings of the National Academy of Sciences of the United States of America, 112(48), 14788-14792.
mpsycho_wenchuan	10.1177/2167702614553230	McNally, R. J., Robinaugh, D. J., Wu, G. W. Y., Wang, L., Deserno, M. K., & Borsboom, D. (2015). Mental disorders as causal systems: A network approach to posttraumatic stress disorder. Clinical Psychological Science, 3(6), 836-849.
mpsycho_wilmer	10.1080/02643294.2012.753433	Wilmer, J. B., Germine, L., Chabris, C. F., Chatterjee, G., Gerbasi, M. & Nakayama, K. (2012): Capturing specific abilities as a window into human individuality: The example of face recognition, Cognitive Neuropsychology, 29, 360-392
mpsycho_wilpat		n/a
mpsycho_YouthDep	10.1177/2167702615591768	Vaughn-Coaxum, R. A., Mair, P., & Weisz, J. R. (2015). Racial/ethnic differences in youth depression indicators: An Item Response Theory analysis of symptoms reported by White, Black, Asian, and Latino youths. Clinical Psychological Science, 4, 239-253.
mpsycho_zareki	10.1026/0012-1924/a000003	Koller, I., & Alexandrowicz, R. W. (2010) Eine psychometrische Analyse der ZAREKI-R mittels Rasch-Modellen [A psychometric analysis of the ZAREKI-R using Rasch-models]. Diagnostica 56, 57-67.
mq_supremecourt	10.1093/pan/10.2.134	Martin, A. D., & Quinn, K. M. (2002). Dynamic ideal point estimation via Markov chain Monte Carlo for the US Supreme Court, 1953–1999. Political analysis, 10(2), 134-153.
mtf	10.3886/ICPSR38503.v1	Miech, Richard A., Johnston, Lloyd D., Bachman, Jerald G., O’Malley, Patrick M., Schulenberg, John E., and Patrick, Megan E. Monitoring the Future: A Continuing Study of American Youth (12th-Grade Survey), 2021. Inter-university Consortium for Political and Social Research [distributor], 2022-10-31. https://doi.org/10.3886/ICPSR38503.v1
mturkddm_by	10.3758/s13428-021-01573-x	Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x
mturkddm_lexical	10.3758/s13428-021-01573-x	Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x
mturkddm_recognition	10.3758/s13428-021-01573-x	Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x
mturkddm_y25	10.3758/s13428-021-01573-x	Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x
naep_multilcirt	10.1016/j.csda.2013.05.018	Bartolucci, F., Bacci, S. and Gnaldi, M. (2014), MultiLCIRT: An R package for multidimensional latent class item response models, Computational Statistics and Data Analysis, 71, 971-985.
NAMPRB_Siwiak_2024_AOT	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_BSR10	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_DESRPL	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_GCBS	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_KON2066	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_KOP20	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_NEOFFI	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NAMPRB_Siwiak_2024_SSUB	10.31234/osf.io/7u98d	Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).
NARQing	10.31234/osf.io/w3rxe	Chou, E., Westberg, D. W., Nguyen, P. L., & Syed, M. (2023, October 28). The Structure and Correlates of the Narcissistic Admiration and Rivalry Questionnaire among U.S. Racial/Ethnic Groups. https://doi.org/10.31234/osf.io/w3rxe
nature_relatedness	10.3389/fpsyg.2013.00813	Nisbet, E., Zelenski, J. (2018). Nature Relatedness Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/NR6-data-14Nov2018.zip
nbashots		
nerdy_personality		(2015). Development of the Nerdy Personality Attributes Scale [dataset and codebook]. http://openpsychometrics.org/tests/NPAS/development/
neurips_2020		Wang, Z., Lamb, A., Saveliev, E., Cameron, P., Zaykov, Y., Hernández-Lobato, J.M., Turner, R.E., Baraniuk, R.G., Barton, C., Jones, S.P., Woodhead, S., & Zhang, C. (2020). Diagnostic questions: The neurips 2020 education challenge [data set]. arXiv preprint arXiv:2007.12061
neurips_2022	10.48550/arXiv.2208.12610	Gong, W., Smith, D., Wang, Z., Barton C., Woodhead, S., Pawlowski, N., Jennings, J., Zhang, C. (2022). NeurIPS Competition Instructions and Guide: Causal Insights for Learning Paths in Education [data set]. arXiv:2208.12610
non_parametric_mixture_modeling_exp1_Cleaned	10.3758/s13428-022-01837-0	Archambeau, K., Couto, J. & Van Maanen, L. Non-parametric mixture modeling of cognitive psychological data: A new method to disentangle hidden strategies. Behav Res 55, 2232–2248 (2023). https://doi.org/10.3758/s13428-022-01837-0 Miletić, S., & van Maanen, L. (2019). Caution in decision-making under time pressure is mediated by timing ability. Cognitive Psychology, 110, 16-29.
nonverbal_immediacy	10.1080/01463370309370170	Richmond, V. P., McCroskey, J. C., & Johnson, A. D. (2003). Development of the Nonverbal Immediacy Scale (NIS): Measures of self- and other-perceived nonverbal immediacy. Communication Quarterly, 51, 502-515. 
novelobjectmatching	10.3758/s13428-023-02154-w	Growns, B., Towler, A., & Martire, K. (2023). The novel object-matching test (NOM Test): A psychometric measure of visual comparison ability. Behavior research methods, 1-10.
NSR-FC_Youhasan_2021	10.7910/DVN/IKRPCP	Youhasan, P., Chen, Y., Lyndon, M., & Henning, M. A. (2020). Development and validation of a measurement scale to assess nursing students’ readiness for the flipped classroom in Sri Lanka. J Educ Eval Health Prof, 17(17), 41.  Punithalingam Youhasan; Yan Chen; Mataroria Lyndon; Marcus A. Henning, 2021, "Development and validation of a measurement scale to assess nursing students’ readiness for the flipped classroom in Sri Lanka", https://doi.org/10.7910/DVN/IKRPCP, Harvard Dataverse, V1, UNF:6:RmpHNnbxAik/0KZcpx54Rg== [fileUNF]
number_pattern_game	10.7910/DVN/A8ZWLF	Bigelow, E., & Piantadosi, S. T. (2016). A large dataset of generalization patterns in the number game. Journal of Open Psychology Data, 4(1), e4-e4.  Tenenbaum, J. (1999). Rules and similarity in concept learning. Advances in neural information processing systems, 12.  Bigelow, Eric J.; Piantadosi, Steven T., 2018, "Large Dataset of Generalization Patterns in the Number Game", https://doi.org/10.7910/DVN/A8ZWLF, Harvard Dataverse, V1, UNF:6:zUgVtjc9CKvWc4pB//Qp6A== [fileUNF]
offlinefriend_bigfive	10.3758/s13428-020-01462-9	Satchell, L.P., Fido, D., Harper, C.A. et al. Development of an Offline-Friend Addiction Questionnaire (O-FAQ): Are most people really social addicts?. Behav Res 53, 1097–1106 (2021). https://doi.org/10.3758/s13428-020-01462-9
offlinefriend_dospert	10.3758/s13428-020-01462-9	Satchell, L.P., Fido, D., Harper, C.A. et al. Development of an Offline-Friend Addiction Questionnaire (O-FAQ): Are most people really social addicts?. Behav Res 53, 1097–1106 (2021). https://doi.org/10.3758/s13428-020-01462-9
offlinefriend_ofaq	10.3758/s13428-020-01462-9	Satchell, L.P., Fido, D., Harper, C.A. et al. Development of an Offline-Friend Addiction Questionnaire (O-FAQ): Are most people really social addicts?. Behav Res 53, 1097–1106 (2021). https://doi.org/10.3758/s13428-020-01462-9
oli_psych_course		Cheng, H. (2022). Gradebook for OLI Psych course [dataset]. DataShop @ CMU. https://pslcdatashop.web.cmu.edu/Files?datasetId=5255
orev_bohn2024	10.3758/s13428-023-02169-3	Bohn, M., Prein, J., Koch, T. et al. oREV: An item response theory-based open receptive vocabulary task for 3- to 8-year-old children. Behav Res 56, 2595–2605 (2024). https://doi.org/10.3758/s13428-023-02169-3
OS_TBMWTFS_Schubert_2023_ACS	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OS_TBMWTFS_Schubert_2023_BMW3	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OS_TBMWTFS_Schubert_2023_CERQ	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OS_TBMWTFS_Schubert_2023_DMW	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OS_TBMWTFS_Schubert_2023_IPIP	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OS_TBMWTFS_Schubert_2023_MAAS	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OS_TBMWTFS_Schubert_2023_SMW	10.3758/s13428-024-02500-6	Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v
OSCE_Hejri_2017	10.7910/DVN/VG1AJW	Sara Mortaz Hejri; Mohammad Jalili, 2017, "Sequential OSCE based on item response theory", https://doi.org/10.7910/DVN/VG1AJW, Harvard Dataverse, V1, UNF:6:hhgw2XGm0F6hA5ZXukFR8w== [fileUNF]  Hejri, S. M., & Jalili, M. (2017). Sequential Objective Structured Clinical Examination based on item response theory in Iran. Journal of Educational Evaluation for Health Professions, 14.
pact_project		Vaughn, S., Swanson, E., Roberts, G., Martinez, L., Wanzek, J., Simmons, D., Clemens, N., & Fogarty, M. (2021). PACT8 2011-2012, PACT8 2012-2013, PACT11 2011-2012, PACT11 2012-2013, Vocabulary and Comprehension (VoCO) Project [datasets]. LDbase. http://ldbase.org/datasets/7a353ad7-4859-47a0-8aad-000889fed91a 
papp_silva-martins2023	10.1186/s40359-023-01444-4	Silva-Martins, M., Canário, A. C., Abreu-Lima, I., Krasniqi, L., & Cruz, O. (2023). Psychometric properties of the Portuguese version of the physical activity parenting practices questionnaire. BMC psychology, 11(1), 417.
parental_text_intervention	10.7910/DVN/XUEU90	Asher, C. A., Scherer, E., & Kim, J. S. (2022). Using a factorial design to maximize the effectiveness of a parental text messaging intervention. Journal of Research on Educational Effectiveness, 15(3), 532-557.  Scherer, Ethan; Catherine Asher; Kim, James, 2021, "Replication Data for: Using a Factorial Design to Maximize the Effectiveness of a Parental Text Messaging Intervention", https://doi.org/10.7910/DVN/XUEU90, Harvard Dataverse, V1, UNF:6:yfNiyfKzlJz+tCM15Lo+DQ== [fileUNF]
PBS_Surrain_2019_PoB	10.31234/osf.io/s32zb	Luk, G., & Surrain, S. (2019). The perceptions of bilingualism scales. https://osf.io/preprints/psyarxiv/s32zb
PEMAIW_Qiu_2020_BWSS	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEMAIW_Qiu_2020_DASS	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEMAIW_Qiu_2020_FFMQ	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEMAIW_Qiu_2020_MEQ	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEMAIW_Qiu_2020_MLQ	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEMAIW_Qiu_2020_PANAS	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEMAIW_Qiu_2020_SWLS	10.17605/OSF.IO/PH6KS	Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS
PEPABAS2C_Kubicka_2024 	10.7910/DVN/LGXP5A	Kubicka, K., Trzcińska, A., & Gambin, M. (2024). Psychometric evaluation of the Polish adaptation of the Body Appreciation Scale-2 for Children (BAS-2C). Plos one, 19(9), e0309945.  Kubicka, Karolina, 2024, "Psychometric evaluation of the Polish adaptation of the Body Appreciation Scale-2 for Children (BAS-2C)", https://doi.org/10.7910/DVN/LGXP5A, Harvard Dataverse, V1, UNF:6:vFlkIS3VBAOn7UQPD/CWZw== [fileUNF]
PeSCBCSCe_Novak_2020_SCBCS	10.1080/13674676.2020.1850666	Novak, L., Malinakova, K., Mikoska, P., Furstova, J., Cann, R., & Tavel, P. (2021). Psychometric evaluation of the Santa Clara brief compassion scale in the Czech environment (SCBCS). Mental health, religion & culture, 24(3), 294-305.
PeSCBCSCe_Novak_2020_SPIRIT	10.1080/13674676.2020.1850666	Novak, L., Malinakova, K., Mikoska, P., Furstova, J., Cann, R., & Tavel, P. (2021). Psychometric evaluation of the Santa Clara brief compassion scale in the Czech environment (SCBCS). Mental health, religion & culture, 24(3), 294-305.
phq_BrummerHoffman_2021	10.1037/pas0001323	de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.
pirlsmissing_sirt		Robitzsch A (2022). sirt: Supplementary Item Response Theory Models. R package version 3.12-66, https://CRAN.R-project.org/package=sirt.
pisa2000_math		
pisa2000_read		
pisa2000_science		
pisa2003_math		
pisa2003_problem_solving		
pisa2003_read		
pisa2003_science		
pisa2006_math		
pisa2006_read		
pisa2006_science		
pisa2009_math		
pisa2009_read		
pisa2009_science		
pisa2012_math		
pisa2012_read		
pisa2012_science		
pisa2015_math	10.1787/9789264281820-en	
pisa2015_read	10.1787/9789264281820-en	
pisa2015_science	10.1787/9789264281820-en	
